# Date: 2017-08-04
# genetable Version: 1.0.0.1
# Notes:This file includes starting and ending ranges for feature = "gene" in the gtf file.
#
# Data Dictionary:
#   variables type description
#   chr character chromosome in genome build GRCh37/hg19
#   strand character DNA strand. values {+,-}
#   gene_id character gene identifier with ENSG prefix
#   gene_name character Gene name
#   agg_start integer 5' start position of the feature in genome build GRCh37/hg19
#   agg_end integer 3' end position of the gene in genome build GRCh37/hg19
#   source comma seprated list annotation sources of transcripts in an aggregation unit
#   type character biotype of the feature
#   merge_count integer number of features joined in aggregation unit
#   agg_size integer length of aggregation unit

chr	strand	gene_id	gene_name	agg_start	agg_end	source	transcript_type	merge_count	agg_size
chr22	-	ENSG00000100068.7	LRP5L	25747385	25801344	HAVANA	protein_coding	1	53959
chr22	-	ENSG00000272942.1	CTA-246H3.12	25830291	25831037	HAVANA	lincRNA	1	746
chr22	+	ENSG00000272798.1	CTA-390C10.9	25832279	25832882	HAVANA	lincRNA	1	603
chr22	-	ENSG00000271138.1	IGLVIVOR22-1	25833273	25833790	HAVANA	IG_V_pseudogene	1	517
chr22	+	ENSG00000100058.8	CRYBB2P1	25844072	25916821	HAVANA	pseudogene	1	72749
chr22	+	ENSG00000272977.1	CTA-390C10.10	25872185	25875938	HAVANA	sense_intronic	1	3753
chr22	-	ENSG00000265978.1	AL008721.1	25928687	25928776	ENSEMBL	miRNA	1	89
chr22	-	ENSG00000234884.1	CTA-407F11.8	25957084	25960429	HAVANA	antisense	1	3345
chr22	+	ENSG00000100077.10	ADRBK2	25960816	26125261	HAVANA	protein_coding	1	164445
chr22	-	ENSG00000237387.1	CTA-407F11.7	25976208	25977349	HAVANA	antisense	1	1141
chr22	+	ENSG00000224003.1	CTA-407F11.6	26043228	26045199	HAVANA	pseudogene	1	1971
chr22	-	ENSG00000222585.1	RNA5SP494	26111008	26111136	ENSEMBL	rRNA	1	128
chr22	+	ENSG00000133454.11	MYO18B	26138111	26427007	HAVANA	protein_coding	1	288896
chr22	-	ENSG00000264925.1	Z98949.1	26279041	26279128	ENSEMBL	miRNA	1	87
chr22	-	ENSG00000231933.3	CTA-125H2.2	26279363	26299214	HAVANA	antisense	1	19851
chr22	-	ENSG00000232464.1	CTA-125H2.1	26355040	26379492	HAVANA	antisense	1	24452
chr22	-	ENSG00000223056.1	RN7SKP169	26359949	26360239	ENSEMBL	misc_RNA	1	290
chr22	-	ENSG00000232050.1	CTA-125H2.3	26402355	26402498	HAVANA	pseudogene	1	143
chr22	+	ENSG00000236464.1	CTA-796E4.3	26557800	26560269	HAVANA	lincRNA	1	2469
chr22	-	ENSG00000229770.1	CTA-796E4.4	26557876	26559180	HAVANA	antisense	1	1304
chr22	+	ENSG00000100095.14	SEZ6L	26565440	26779562	HAVANA	protein_coding	1	214122
chr22	-	ENSG00000224192.2	RP11-259P1.1	26637297	26650058	HAVANA	antisense	1	12761
chr22	-	ENSG00000252267.1	RNA5SP495	26786633	26786742	ENSEMBL	rRNA	1	109
chr22	-	ENSG00000230203.1	CTB-1048E9.7	26818037	26819159	HAVANA	pseudogene	1	1122
chr22	+	ENSG00000128203.6	ASPHD2	26825239	26840981	HAVANA	protein_coding	1	15742
chr22	-	ENSG00000100099.16	HPS4	26839389	26879803	HAVANA	protein_coding	1	40414
chr22	+	ENSG00000100104.8	SRRD	26879843	26890624	HAVANA	protein_coding	1	10781
chr22	-	ENSG00000100109.12	TFIP11	26887191	26908471	HAVANA	protein_coding	1	21280
chr22	+	ENSG00000261188.1	CTA-445C9.14	26908503	26910534	HAVANA	antisense	1	2031
chr22	-	ENSG00000260065.1	CTA-445C9.15	26917949	26921002	HAVANA	lincRNA	1	3053
chr22	-	ENSG00000128294.11	TPST2	26921458	26992681	HAVANA	protein_coding	1	71223
chr22	-	ENSG00000221760.1	MIR548J	26951178	26951289	ENSEMBL	miRNA	1	111
chr22	+	ENSG00000213707.2	HMGB1P10	26956492	26957054	HAVANA	pseudogene	1	562
chr22	-	ENSG00000100122.5	CRYBB1	26995242	27014052	HAVANA	protein_coding	1	18810
chr22	+	ENSG00000196431.3	CRYBA4	27017928	27026636	HAVANA	protein_coding	1	8708
chr22	-	ENSG00000226912.1	ISCA2P1	27040853	27041300	HAVANA	pseudogene	1	447
chr22	+	ENSG00000225783.2	MIAT	27042392	27072438	HAVANA	lincRNA	1	30046
chr22	-	ENSG00000206028.1	CTA-373H7.7	27063656	27068617	HAVANA	lincRNA	1	4961
chr22	+	ENSG00000244625.1	CTA-211A9.5	27068730	27176170	HAVANA	lincRNA	1	107440
chr22	+	ENSG00000223704.1	RP1-90L6.2	27254597	27261749	HAVANA	lincRNA	1	7152
chr22	-	ENSG00000231369.1	RP1-40G4P.1	27282872	27283511	HAVANA	pseudogene	1	639
chr22	+	ENSG00000235271.1	RP1-90L6.3	27299255	27316574	HAVANA	lincRNA	1	17319
chr22	+	ENSG00000200443.1	RNU6-1066P	27431850	27431954	ENSEMBL	snRNA	1	104
chr22	-	ENSG00000236858.1	CTA-992D9.6	27444106	27456480	HAVANA	lincRNA	1	12374
chr22	+	ENSG00000231405.1	CTA-992D9.7	27539439	27555840	HAVANA	lincRNA	1	16401
chr22	+	ENSG00000238195.1	CTA-503F6.2	27600173	27601088	HAVANA	lincRNA	1	915
chr22	-	ENSG00000233521.1	RP5-1172A22.1	27617310	27620688	HAVANA	lincRNA	1	3378
chr22	+	ENSG00000233574.1	CTA-929C8.5	27672201	27682310	HAVANA	lincRNA	1	10109
chr22	-	ENSG00000223726.1	CTA-929C8.7	27703444	27714499	HAVANA	lincRNA	1	11055
chr22	+	ENSG00000226741.1	CTA-929C8.6	27706612	27713417	HAVANA	lincRNA	1	6805
chr22	+	ENSG00000230051.1	CTA-929C8.8	27727748	27775226	HAVANA	lincRNA	1	47478
chr22	-	ENSG00000227880.1	RP11-46E17.6	27853208	27856021	HAVANA	lincRNA	1	2813
chr22	-	ENSG00000224027.1	RP1-231P7P.1	27959800	27969534	HAVANA	lincRNA	1	9734
chr22	-	ENSG00000227838.1	RP1-213J1P__B.1	28072556	28110959	HAVANA	lincRNA	1	38403
chr22	+	ENSG00000231495.1	RP1-213J1P__B.2	28103578	28105929	HAVANA	lincRNA	1	2351
chr22	+	ENSG00000226169.1	RP11-375H17.1	28112468	28117665	HAVANA	antisense	1	5197
chr22	-	ENSG00000169184.5	MN1	28144265	28197486	HAVANA	protein_coding	1	53221
chr22	-	ENSG00000180957.13	PITPNB	28247657	28316122	HAVANA	protein_coding	1	68465
chr22	+	ENSG00000235954.2	TTC28-AS1	28315364	28404569	HAVANA	processed_transcript	1	89205
chr22	-	ENSG00000264073.1	MIR3199-2	28316513	28316600	ENSEMBL	miRNA	1	87
chr22	-	ENSG00000100154.10	TTC28	28374004	29075853	HAVANA	protein_coding	1	701849
chr22	-	ENSG00000239249.2	RN7SL757P	28452143	28452441	ENSEMBL	misc_RNA	1	298
chr22	-	ENSG00000201209.1	SNORD42	28628744	28628811	ENSEMBL	snoRNA	1	67
chr22	+	ENSG00000199797.1	Y_RNA	28699742	28699838	ENSEMBL	misc_RNA	1	96
chr22	-	ENSG00000266503.1	RN7SL162P	29038969	29039258	ENSEMBL	misc_RNA	1	289
chr22	-	ENSG00000183765.16	CHEK2	29083731	29138410	HAVANA	protein_coding	1	54679
chr22	+	ENSG00000100209.5	HSCB	29138019	29153503	HAVANA	protein_coding	1	15484
chr22	+	ENSG00000159873.5	CCDC117	29168662	29185283	HAVANA	protein_coding	1	16621
chr22	-	ENSG00000100219.12	XBP1	29190543	29196585	HAVANA	protein_coding	1	6042
chr22	+	ENSG00000226471.2	CTA-292E10.6	29196671	29244547	HAVANA	antisense	1	47876
chr22	+	ENSG00000272858.1	CTA-292E10.8	29210902	29211650	HAVANA	sense_intronic	1	748
chr22	-	ENSG00000224256.1	CTA-292E10.7	29231881	29232125	HAVANA	pseudogene	1	244
chr22	+	ENSG00000183579.11	ZNRF3	29279580	29453475	HAVANA	protein_coding	1	173895
chr22	+	ENSG00000235786.1	ZNRF3-IT1	29388709	29414608	HAVANA	sense_intronic	1	25899
chr22	-	ENSG00000177993.3	ZNRF3-AS1	29420987	29427464	HAVANA	antisense	1	6477
chr22	-	ENSG00000100249.4	C22orf31	29454660	29457832	HAVANA	protein_coding	1	3172
chr22	+	ENSG00000183762.8	KREMEN1	29469066	29564321	HAVANA	protein_coding	1	95255
chr22	-	ENSG00000226772.1	CTA-747E2.10	29495029	29507671	HAVANA	antisense	1	12642
chr22	+	ENSG00000200871.1	RNU6-810P	29530002	29530108	ENSEMBL	snRNA	1	106
chr22	-	ENSG00000251952.1	RNU6-1219P	29587685	29587796	ENSEMBL	snRNA	1	111
chr22	+	ENSG00000186998.11	EMID1	29601840	29655586	HAVANA	protein_coding	1	53746
chr22	-	ENSG00000100263.9	RHBDD3	29655841	29664198	HAVANA	protein_coding	1	8357
chr22	+	ENSG00000237015.1	CTA-984G1.5	29656878	29658026	HAVANA	antisense	1	1148
chr22	+	ENSG00000182944.13	EWSR1	29663998	29696515	HAVANA	protein_coding	1	32517
chr22	+	ENSG00000185340.11	GAS2L1	29702572	29708774	HAVANA	protein_coding	1	6202
chr22	-	ENSG00000100276.9	RASL10A	29708922	29715668	HAVANA	protein_coding	1	6746
chr22	-	ENSG00000273216.1	AC002059.10	29712733	29713209	HAVANA	sense_intronic	1	476
chr22	-	ENSG00000100280.12	AP1B1	29723669	29819168	HAVANA	protein_coding	1	95499
chr22	-	ENSG00000239127.1	SNORD125	29729152	29729247	ENSEMBL	snoRNA	1	95
chr22	-	ENSG00000242156.1	AC000041.8	29815144	29819182	HAVANA	pseudogene	1	4038
chr22	-	ENSG00000225465.6	RFPL1S	29832818	29874164	HAVANA	antisense	1	41346
chr22	+	ENSG00000128250.5	RFPL1	29834572	29838444	HAVANA	protein_coding	1	3872
chr22	+	ENSG00000100285.9	NEFH	29876219	29887379	HAVANA	protein_coding	1	11160
chr22	-	ENSG00000100296.9	THOC5	29901868	29951205	HAVANA	protein_coding	1	49337
chr22	-	ENSG00000234208.1	CTA-256D12.11	29909878	29931379	HAVANA	sense_intronic	1	21501
chr22	-	ENSG00000184117.7	NIPSNAP1	29950797	29977326	HAVANA	protein_coding	1	26529
chr22	+	ENSG00000186575.13	NF2	29999545	30094587	HAVANA	protein_coding	1	95042
chr22	+	ENSG00000233010.1	RPEP4	30004889	30005490	HAVANA	pseudogene	1	601
chr22	-	ENSG00000232396.2	RP1-76B20.11	30101245	30115848	HAVANA	antisense	1	14603
chr22	-	ENSG00000239446.1	RP1-76B20.12	30107809	30115703	HAVANA	antisense	1	7894
chr22	+	ENSG00000100314.3	CABP7	30116073	30127828	HAVANA	protein_coding	1	11755
chr22	-	ENSG00000100319.11	ZMAT5	30126945	30163e3	HAVANA	protein_coding	1	36055
chr22	+	ENSG00000200976.1	Y_RNA	30154747	30154848	ENSEMBL	misc_RNA	1	101
chr22	+	ENSG00000184076.10	UQCR10	30163358	30166402	HAVANA	protein_coding	1	3044
chr22	-	ENSG00000100325.10	ASCC2	30184597	30234271	HAVANA	protein_coding	1	49674
chr22	+	ENSG00000100330.11	MTMR3	30279144	30426855	HAVANA	protein_coding	1	147711
chr22	-	ENSG00000207455.1	RNU6-331P	30295576	30295682	ENSEMBL	snRNA	1	106
chr22	+	ENSG00000221736.1	AC003681.1	30340198	30340285	ENSEMBL	miRNA	1	87
chr22	-	ENSG00000227117.2	CTA-85E5.10	30404731	30476469	HAVANA	antisense	1	71738
chr22	-	ENSG00000227201.2	CNN2P1	30442265	30443182	HAVANA	pseudogene	1	917
chr22	+	ENSG00000176635.13	HORMAD2	30476163	30573064	HAVANA	protein_coding	1	96901
chr22	-	ENSG00000226573.1	CTA-85E5.7	30501083	30501397	HAVANA	pseudogene	1	314
chr22	-	ENSG00000225971.1	CTA-85E5.6	30532662	30533670	HAVANA	pseudogene	1	1008
chr22	-	ENSG00000225676.1	RP3-438O4.4	30580633	30603098	HAVANA	antisense	1	22465
chr22	+	ENSG00000232530.1	RP1-102K2.6	30635183	30636527	HAVANA	antisense	1	1344
chr22	-	ENSG00000128342.4	LIF	30636436	30642840	HAVANA	protein_coding	1	6404
chr22	+	ENSG00000268812.2	RP1-102K2.8	30641984	30642987	HAVANA	antisense	1	1003
chr22	-	ENSG00000099985.3	OSM	30658818	30662829	HAVANA	protein_coding	1	4011
chr22	-	ENSG00000239282.3	GATSL3	30681106	30685616	HAVANA	protein_coding	1	4510
chr22	-	ENSG00000248751.2	RP1-130H16.18	30681227	30695471	HAVANA	protein_coding	1	14244
chr22	-	ENSG00000099992.11	TBC1D10A	30687979	30723035	HAVANA	protein_coding	1	35056
chr22	-	ENSG00000099995.14	SF3A1	30727977	30752936	HAVANA	protein_coding	1	24959
chr22	+	ENSG00000187860.6	CCDC157	30752624	30774647	HAVANA	protein_coding	1	22023
chr22	-	ENSG00000241528.1	RP1-130H16.16	30770930	30773862	HAVANA	antisense	1	2932
chr22	-	ENSG00000099999.10	RNF215	30773835	30817760	HAVANA	protein_coding	1	43925
chr22	+	ENSG00000100003.13	SEC14L2	30792846	30821305	HAVANA	protein_coding	1	28459
chr22	+	ENSG00000249590.3	RP4-539M6.19	30805244	30824977	HAVANA	protein_coding	1	19733
chr22	-	ENSG00000268538.1	KIAA1658	30814212	30814469	ENSEMBL	protein_coding	1	257
chr22	+	ENSG00000273350.1	RP4-539M6.20	30816501	30816901	HAVANA	sense_intronic	1	400
chr22	+	ENSG00000222915.1	RNU6-564P	30817034	30817137	ENSEMBL	snRNA	1	103
chr22	-	ENSG00000272689.1	RP4-539M6.21	30817195	30817525	HAVANA	sense_intronic	1	330
chr22	+	ENSG00000242114.1	MTFP1	30821518	30825045	HAVANA	protein_coding	1	3527
chr22	+	ENSG00000273428.1	RP4-539M6.22	30831531	30832234	HAVANA	lincRNA	1	703
chr22	+	ENSG00000203606.3	AC004832.1	30831531	30832231	ENSEMBL	pseudogene	1	700
chr22	+	ENSG00000230137.1	RP4-539M6.18	30835824	30836305	HAVANA	pseudogene	1	481
chr22	-	ENSG00000100012.7	SEC14L3	30843946	30868036	HAVANA	protein_coding	1	24090
chr22	-	ENSG00000214161.3	SDC4P	30877298	30877898	HAVANA	pseudogene	1	600
chr22	+	ENSG00000181123.4	RP4-539M6.14	30879341	30888791	HAVANA	antisense	1	9450
chr22	-	ENSG00000133488.10	SEC14L4	30884900	30901698	HAVANA	protein_coding	1	16798
chr22	-	ENSG00000214491.4	SEC14L6	30918786	30942669	HAVANA	protein_coding	1	23883
chr22	+	ENSG00000225774.1	SIRPAP1	30938523	30940292	HAVANA	pseudogene	1	1769
chr22	-	ENSG00000128242.8	GAL3ST1	30950622	30970574	HAVANA	protein_coding	1	19952
chr22	-	ENSG00000100029.13	PES1	30972612	31003070	HAVANA	protein_coding	1	30458
chr22	+	ENSG00000223831.1	RP1-56J10.8	30994296	31002674	HAVANA	sense_intronic	1	8378
chr22	+	ENSG00000185339.4	TCN2	31002825	31023265	HAVANA	protein_coding	1	20440
chr22	+	ENSG00000100036.11	SLC35E4	31031639	31065003	HAVANA	protein_coding	1	33364
chr22	-	ENSG00000167065.9	DUSP18	31048038	31063877	HAVANA	protein_coding	1	15839
chr22	-	ENSG00000250318.1	CTA-963H5.5	31049864	31050801	HAVANA	pseudogene	1	937
chr22	+	ENSG00000184792.11	OSBP2	31089769	31303811	HAVANA	protein_coding	1	214042
chr22	+	ENSG00000264661.1	MIR3200	31127544	31127628	ENSEMBL	miRNA	1	84
chr22	+	ENSG00000237977.1	EIF4HP2	31298206	31298768	HAVANA	pseudogene	1	562
chr22	+	ENSG00000235989.3	MORC2-AS1	31318295	31328436	HAVANA	antisense	1	10141
chr22	-	ENSG00000133422.8	MORC2	31321117	31364284	HAVANA	protein_coding	1	43167
chr22	+	ENSG00000253352.4	TUG1	31366663	31375381	HAVANA	antisense	1	8718
chr22	-	ENSG00000269987.1	RP3-430N8.11	31372501	31374834	HAVANA	lincRNA	1	2333
chr22	-	ENSG00000269972.1	RP3-430N8.10	31373502	31373844	HAVANA	lincRNA	1	342
chr22	+	ENSG00000240186.2	RN7SL633P	31455975	31456269	ENSEMBL	misc_RNA	1	294
chr22	+	ENSG00000183963.14	SMTN	31460091	31500743	HAVANA	protein_coding	1	40652
chr22	-	ENSG00000273387.1	RP3-412A9.16	31478142	31479551	HAVANA	antisense	1	1409
chr22	-	ENSG00000198832.6	SELM	31500758	31516055	HAVANA	protein_coding	1	15297
chr22	+	ENSG00000235573.2	RP3-412A9.12	31509003	31509382	HAVANA	pseudogene	1	379
chr22	+	ENSG00000185133.9	INPP5J	31518717	31530682	HAVANA	protein_coding	1	11965
chr22	-	ENSG00000100078.3	PLA2G3	31530795	31536593	HAVANA	protein_coding	1	5798
chr22	-	ENSG00000214125.2	RP3-412A9.15	31551952	31552633	HAVANA	pseudogene	1	681
chr22	-	ENSG00000264141.1	MIR3928	31556048	31556105	ENSEMBL	miRNA	1	57
chr22	+	ENSG00000138942.11	RNF185	31556168	31603005	HAVANA	protein_coding	1	46837
chr22	-	ENSG00000254835.1	RNF185-AS1	31601250	31601602	HAVANA	antisense	1	352
chr22	+	ENSG00000182541.13	LIMK2	31608225	31676066	HAVANA	protein_coding	1	67841
chr22	-	ENSG00000199695.1	RNU6-1128P	31618731	31618839	ENSEMBL	snRNA	1	108
chr22	-	ENSG00000202019.1	Y_RNA	31626057	31626158	ENSEMBL	misc_RNA	1	101
chr22	-	ENSG00000100100.8	PIK3IP1	31677579	31688520	HAVANA	protein_coding	1	10941
chr22	+	ENSG00000228839.1	RP3-400N23.6	31688485	31734007	HAVANA	antisense	1	45522
chr22	+	ENSG00000212542.1	RNA5SP496	31701390	31701498	ENSEMBL	rRNA	1	108
chr22	-	ENSG00000100105.13	PATZ1	31721790	31742218	HAVANA	protein_coding	1	20428
chr22	+	ENSG00000213888.2	AC005003.1	31742875	31744670	ENSEMBL	protein_coding	1	1795
chr22	-	ENSG00000206615.1	RNU6-338P	31784719	31784823	ENSEMBL	snRNA	1	104
chr22	+	ENSG00000185721.7	DRG1	31795509	31924726	HAVANA	protein_coding	1	129217
chr22	-	ENSG00000184708.13	EIF4ENIF1	31832963	31892094	HAVANA	protein_coding	1	59131
chr22	+	ENSG00000240591.1	RP11-247I13.11	31850237	31860190	HAVANA	antisense	1	9953
chr22	+	ENSG00000224623.1	RP11-247I13.8	31857650	31860190	HAVANA	antisense	1	2540
chr22	-	ENSG00000199248.1	RNU6-28P	31875369	31875475	ENSEMBL	snRNA	1	106
chr22	+	ENSG00000198089.10	SFI1	31884674	32014572	HAVANA	protein_coding	1	129898
chr22	-	ENSG00000233733.1	H2AFZP6	31917185	31917578	HAVANA	pseudogene	1	393
chr22	-	ENSG00000229169.1	RP11-247I13.6	31934338	31934575	HAVANA	pseudogene	1	237
chr22	+	ENSG00000214093.3	RP11-247I13.3	31955469	31955925	HAVANA	pseudogene	1	456
chr22	-	ENSG00000241878.5	PISD	32014477	32058418	HAVANA	protein_coding	1	43941
chr22	-	ENSG00000183530.9	PRR14L	32072242	32146126	HAVANA	protein_coding	1	73884
chr22	+	ENSG00000100150.12	DEPDC5	32149944	32303012	HAVANA	protein_coding	1	153068
chr22	+	ENSG00000242251.2	RN7SL20P	32153188	32153482	ENSEMBL	misc_RNA	1	294
chr22	-	ENSG00000236132.1	CTA-440B3.1	32212365	32213477	HAVANA	pseudogene	1	1112
chr22	+	ENSG00000252909.1	RNU6-201P	32233224	32233284	ENSEMBL	snRNA	1	60
chr22	-	ENSG00000227813.1	RP1-180M12.1	32286330	32287420	HAVANA	pseudogene	1	1090
chr22	-	ENSG00000128254.9	C22orf24	32329507	32341504	HAVANA	protein_coding	1	11997
chr22	+	ENSG00000128245.10	YWHAH	32340447	32353590	HAVANA	protein_coding	1	13143
chr22	+	ENSG00000238910.1	snoU13	32349391	32349493	ENSEMBL	snoRNA	1	102
chr22	+	ENSG00000227519.1	CTA-342B11.1	32359344	32366387	HAVANA	lincRNA	1	7043
chr22	+	ENSG00000230866.1	CTA-342B11.2	32366810	32369462	HAVANA	lincRNA	1	2652
chr22	-	ENSG00000240647.2	RN7SL305P	32377132	32377414	ENSEMBL	misc_RNA	1	282
chr22	+	ENSG00000232346.1	SC22CB-1E7.1	32435477	32435883	HAVANA	pseudogene	1	406
chr22	+	ENSG00000100170.5	SLC5A1	32439019	32509016	HAVANA	protein_coding	1	69997
chr22	+	ENSG00000234479.2	AP1B1P1	32517964	32529456	HAVANA	pseudogene	1	11492
chr22	+	ENSG00000237439.1	RP1-127L4.10	32525676	32526599	HAVANA	pseudogene	1	923
chr22	+	ENSG00000232707.1	AP1B1P2	32530015	32530120	HAVANA	pseudogene	1	105
chr22	+	ENSG00000239674.2	RP1-127L4.7	32537254	32539259	HAVANA	lincRNA	1	2005
chr22	-	ENSG00000205856.3	C22orf42	32544993	32555309	HAVANA	protein_coding	1	10316
chr22	-	ENSG00000230120.1	RP1-90G24.8	32555441	32556379	HAVANA	lincRNA	1	938
chr22	-	ENSG00000128253.9	RFPL2	32586422	32600718	HAVANA	protein_coding	1	14296
chr22	+	ENSG00000254127.1	IGLCOR22-1	32595906	32596221	HAVANA	IG_C_pseudogene	1	315
chr22	+	ENSG00000242082.1	RP1-90G24.10	32601102	32665653	HAVANA	antisense	1	64551
chr22	-	ENSG00000100191.4	SLC5A4	32614465	32651328	HAVANA	protein_coding	1	36863
chr22	+	ENSG00000214076.3	CPSF1P1	32665368	32669097	HAVANA	pseudogene	1	3729
chr22	+	ENSG00000224050.1	RP1-90G24.6	32669407	32673173	HAVANA	lincRNA	1	3766
chr22	+	ENSG00000273325.1	RP1-90G24.11	32680670	32681118	HAVANA	lincRNA	1	448
chr22	-	ENSG00000234626.1	RP1-149A16.12	32723158	32739092	HAVANA	antisense	1	15934
chr22	+	ENSG00000128276.6	RFPL3	32750872	32757148	HAVANA	protein_coding	1	6276
chr22	-	ENSG00000271093.1	IGLCOR22-2	32752663	32752975	HAVANA	IG_C_pseudogene	1	312
chr22	-	ENSG00000205853.6	RFPL3S	32755893	32778039	HAVANA	protein_coding	1	22146
chr22	+	ENSG00000230736.2	RP1-149A16.3	32772651	32780330	HAVANA	lincRNA	1	7679
chr22	+	ENSG00000243519.1	IGLVIVOR22-2	32772669	32773122	HAVANA	IG_V_pseudogene	1	453
chr22	+	ENSG00000241954.1	RP1-149A16.17	32779773	32781618	HAVANA	lincRNA	1	1845
chr22	+	ENSG00000232218.1	RP1-149A16.16	32782655	32782855	HAVANA	pseudogene	1	200
chr22	-	ENSG00000100220.7	RTCB	32783569	32808242	HAVANA	protein_coding	1	24673
chr22	-	ENSG00000184459.4	BPIFC	32809834	32860471	HAVANA	protein_coding	1	50637
chr22	+	ENSG00000100225.13	FBXO7	32870663	32894818	HAVANA	protein_coding	1	24155
chr22	-	ENSG00000185666.10	SYN3	32908539	33454358	HAVANA	protein_coding	1	545819
chr22	+	ENSG00000236054.1	LL22NC03-104C7.1	32979286	32980190	HAVANA	antisense	1	904
chr22	-	ENSG00000251890.1	RNA5SP497	33031088	33031184	ENSEMBL	rRNA	1	96
chr22	+	ENSG00000229673.1	LL22NC01-116C6.1	33179163	33180968	HAVANA	antisense	1	1805
chr22	+	ENSG00000100234.11	TIMP3	33197687	33259030	HAVANA	protein_coding	1	61343
chr22	-	ENSG00000197047.1	Z73979.1	33210035	33210372	ENSEMBL	pseudogene	1	337
chr22	-	ENSG00000183531.1	Z98256.1	33256006	33256420	ENSEMBL	pseudogene	1	414
chr22	+	ENSG00000228194.1	CTA-415G2.2	33410965	33411446	HAVANA	pseudogene	1	481
chr22	-	ENSG00000228622.1	RP1-302D9.1	33501369	33502045	HAVANA	lincRNA	1	676
chr22	+	ENSG00000231253.1	RP1-302D9.2	33504515	33512280	HAVANA	lincRNA	1	7765
chr22	+	ENSG00000233632.1	RP1-302D9.5	33533126	33533324	HAVANA	pseudogene	1	198
chr22	-	ENSG00000133424.16	LARGE	33558212	34318829	HAVANA	protein_coding	1	760617
chr22	+	ENSG00000232073.1	RP1-302D9.3	33560049	33562425	HAVANA	antisense	1	2376
chr22	+	ENSG00000230741.1	SC22CB-1D7.1	33716851	33718799	HAVANA	antisense	1	1948
chr22	-	ENSG00000266012.1	MIR4764	33832568	33832655	ENSEMBL	miRNA	1	87
chr22	-	ENSG00000253007.2	SNORA76	34100772	34100906	ENSEMBL	snoRNA	1	134
chr22	-	ENSG00000232081.1	LARGE-IT1	34119818	34120898	HAVANA	sense_intronic	1	1080
chr22	+	ENSG00000224973.1	LARGE-AS1	34121e3	34146830	HAVANA	processed_transcript	1	25830
chr22	+	ENSG00000273082.1	LL22NC03-32F9.1	34318410	34318754	HAVANA	antisense	1	344
chr22	+	ENSG00000236052.1	LL22NC03-86D4.1	34413462	34584414	HAVANA	lincRNA	1	170952
chr22	-	ENSG00000224404.1	LL22NC03-13G6.2	34604130	34605251	HAVANA	lincRNA	1	1121
chr22	-	ENSG00000235485.1	RP1-101G11.2	34985077	34987270	HAVANA	pseudogene	1	2193
chr22	-	ENSG00000234891.1	RP1-288L1.5	35099117	35100876	HAVANA	lincRNA	1	1759
chr22	-	ENSG00000237316.1	RP1-288L1.4	35107899	35120910	HAVANA	lincRNA	1	13011
chr22	-	ENSG00000227895.4	RP1-272J12.1	35318599	35468259	HAVANA	antisense	1	149660
chr22	+	ENSG00000175329.8	ISX	35462129	35483380	HAVANA	protein_coding	1	21251
chr22	-	ENSG00000233080.2	CTA-714B7.5	35515817	35627049	HAVANA	lincRNA	1	111232
chr22	+	ENSG00000273068.1	CTA-714B7.7	35518654	35523412	HAVANA	lincRNA	1	4758
chr22	+	ENSG00000238153.1	CTA-714B7.4	35560297	35561340	HAVANA	pseudogene	1	1043
chr22	-	ENSG00000243453.1	COX7BP1	35590692	35590935	HAVANA	pseudogene	1	243
chr22	+	ENSG00000238584.1	RNU7-167P	35645765	35645826	ENSEMBL	snRNA	1	61
chr22	+	ENSG00000100281.9	HMGXB4	35653445	35691800	HAVANA	protein_coding	1	38355
chr22	-	ENSG00000273176.1	RP3-510H16.3	35694831	35695534	HAVANA	antisense	1	703
chr22	+	ENSG00000100284.16	TOM1	35695268	35743985	HAVANA	protein_coding	1	48717
chr22	+	ENSG00000266320.1	MIR3909	35731633	35731751	ENSEMBL	miRNA	1	118
chr22	+	ENSG00000100292.12	HMOX1	35776354	35790207	HAVANA	protein_coding	1	13853
chr22	+	ENSG00000100297.11	MCM5	35796056	35821423	HAVANA	protein_coding	1	25367
chr22	-	ENSG00000233388.2	RP4-569D19.5	35897908	35899633	HAVANA	pseudogene	1	1725
chr22	+	ENSG00000273044.1	RP4-569D19.8	35922979	35923462	HAVANA	lincRNA	1	483
chr22	+	ENSG00000100302.6	RASD2	35936915	35950048	HAVANA	protein_coding	1	13133
chr22	-	ENSG00000198125.8	MB	36002811	36033998	HAVANA	protein_coding	1	31187
chr22	-	ENSG00000268818.1	AL049747.1	36023040	36031181	ENSEMBL	protein_coding	1	8141
chr22	+	ENSG00000221963.5	APOL6	36044442	36064456	HAVANA	protein_coding	1	20014
chr22	+	ENSG00000228587.1	RP1-41P2.7	36081987	36085420	HAVANA	lincRNA	1	3433
chr22	+	ENSG00000226336.2	MRPS16P3	36099850	36100223	HAVANA	pseudogene	1	373
chr22	+	ENSG00000128313.2	APOL5	36113919	36125530	HAVANA	protein_coding	1	11611
chr22	-	ENSG00000100320.18	RBFOX2	36134783	36424473	HAVANA	protein_coding	1	289690
chr22	-	ENSG00000237406.1	NDUFA9P1	36293318	36294452	HAVANA	pseudogene	1	1134
chr22	-	ENSG00000128284.15	APOL3	36536372	36562225	HAVANA	protein_coding	1	25853
chr22	+	ENSG00000233764.1	Z95114.4	36568470	36568827	HAVANA	pseudogene	1	357
